"trial_type","trial_index","time_elapsed","internal_node_id","PUNS_ID","session_number","session_phase","session_day","session_slot","ema_start_date","ema_post_start_date","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1918","0.0-0.0","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","","","","","","","","","","","","","","","",""
"instructions","1","4569","0.0-1.0","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","[{""page_index"":0,""viewing_time"":1058},{""page_index"":1,""viewing_time"":421},{""page_index"":2,""viewing_time"":549},{""page_index"":3,""viewing_time"":618}]","2647","","","","","","","","","","","","","","",""
"html-keyboard-response","2","5374","0.0-2.0-0.0","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","6020","0.0-2.0-1.0","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","642","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","1","credible","alone","PosNeg","83","94","positive","negative","11","credible","left","true"
"html-keyboard-response","4","6822","0.0-2.0-0.1","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","7486","0.0-2.0-1.1","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","661","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","2","healthy","insecure","PosNeg","69","51","positive","negative","18","healthy","left","true"
"html-keyboard-response","6","8288","0.0-2.0-0.2","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","9259","0.0-2.0-1.2","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","968","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","3","bully","champion","PosNeg","3","94","negative","positive","91","champion","right","true"
"html-keyboard-response","8","10061","0.0-2.0-0.3","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","11243","0.0-2.0-1.3","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","1180","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","4","healthy","devoted","PosPos","69","85","positive","positive","16","healthy","left","true"
"html-keyboard-response","10","12046","0.0-2.0-0.4","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","11","13120","0.0-2.0-1.4","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","1073","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","5","inadequate","uninvited","NegNeg","23","31","negative","negative","8","inadequate","left","true"
"html-keyboard-response","12","13922","0.0-2.0-0.5","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","13","14536","0.0-2.0-1.5","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","612","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","6","adventurous","idealistic","PosPos","99","74","positive","positive","25","adventurous","left","true"
"html-keyboard-response","14","15339","0.0-2.0-0.6","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","15","16262","0.0-2.0-1.6","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","922","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","7","insecure","burden","NegNeg","51","10","negative","negative","41","insecure","left","true"
"html-keyboard-response","16","17065","0.0-2.0-0.7","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","17","17954","0.0-2.0-1.7","1044","40","post","4","morning","2026-03-24","2026-04-06","2026-04-09T14:15:12.949Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","886","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","8","brave","committed","PosPos","74","94","positive","positive","20","brave","left","true"
