"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1386","0.0-0.0","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","","","","","","","","","","","","","","","",""
"instructions","1","9807","0.0-1.0","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","[{""page_index"":0,""viewing_time"":2272},{""page_index"":1,""viewing_time"":1153},{""page_index"":2,""viewing_time"":2117},{""page_index"":3,""viewing_time"":2871}]","8416","","","","","","","","","","","","","","",""
"html-keyboard-response","2","10612","0.0-2.0-0.0","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","12678","0.0-2.0-1.0","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","2059","<div class=""prompt"">Which word describes you more?</div>","1","pairing","1","merciful","prick","PosNeg","37","37","positive","negative","0","prick","right","true"
"html-keyboard-response","4","13481","0.0-2.0-0.1","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","14512","0.0-2.0-1.1","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","1027","<div class=""prompt"">Which word describes you more?</div>","0","pairing","2","safe","decisive","PosPos","56","15","positive","positive","41","safe","left","true"
"html-keyboard-response","6","15314","0.0-2.0-0.2","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","16842","0.0-2.0-1.2","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","1525","<div class=""prompt"">Which word describes you more?</div>","0","pairing","3","seeker","coward","PosNeg","15","49","positive","negative","34","seeker","left","true"
"html-keyboard-response","8","17645","0.0-2.0-0.3","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","19000","0.0-2.0-1.3","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","1353","<div class=""prompt"">Which word describes you more?</div>","0","pairing","4","reliable","helpless","PosNeg","37","15","positive","negative","22","reliable","left","true"
"html-keyboard-response","10","19803","0.0-2.0-0.4","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","11","20918","0.0-2.0-1.4","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","1112","<div class=""prompt"">Which word describes you more?</div>","0","pairing","5","spirited","idiot","PosNeg","37","0","positive","negative","37","spirited","left","true"
"html-keyboard-response","12","21721","0.0-2.0-0.5","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","13","23671","0.0-2.0-1.5","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","1947","<div class=""prompt"">Which word describes you more?</div>","1","pairing","6","defective","untrustworthy","NegNeg","49","37","negative","negative","12","untrustworthy","right","true"
"html-keyboard-response","14","24474","0.0-2.0-0.6","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","15","25856","0.0-2.0-1.6","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","1378","<div class=""prompt"">Which word describes you more?</div>","1","pairing","7","defective","skilled","PosNeg","49","15","negative","positive","34","skilled","right","true"
"html-keyboard-response","16","26659","0.0-2.0-0.7","","9009","2025-11-06","16:46:08.203Z","day76","morning","2026-01-20T16:27:55.075Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
