"trial_type","trial_index","time_elapsed","internal_node_id","PUNS_ID","session_number","session_phase","session_day","session_slot","ema_start_date","ema_post_start_date","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1186","0.0-0.0","1107","25","pre","9","morning","2026-06-03","2026-06-15","2026-06-11T15:47:55.977Z","Mozilla/5.0 (Linux; Android 14; moto g 5G - 2023 Build/U1TPNS34.26-78-3-33; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.215 Mobile Safari/537.36","379","705","240","","","","","","","","","","","","","","","","",""
"instructions","1","4232","0.0-1.0","1107","25","pre","9","morning","2026-06-03","2026-06-15","2026-06-11T15:47:55.977Z","Mozilla/5.0 (Linux; Android 14; moto g 5G - 2023 Build/U1TPNS34.26-78-3-33; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.215 Mobile Safari/537.36","379","705","240","[{""page_index"":0,""viewing_time"":1083},{""page_index"":1,""viewing_time"":594},{""page_index"":2,""viewing_time"":712},{""page_index"":3,""viewing_time"":653}]","3044","","","","","","","","","","","","","","",""
"html-keyboard-response","2","5038","0.0-2.0-0.0","1107","25","pre","9","morning","2026-06-03","2026-06-15","2026-06-11T15:47:55.977Z","Mozilla/5.0 (Linux; Android 14; moto g 5G - 2023 Build/U1TPNS34.26-78-3-33; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.215 Mobile Safari/537.36","379","705","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","6732","0.0-2.0-1.0","1107","25","pre","9","morning","2026-06-03","2026-06-15","2026-06-11T15:47:55.977Z","Mozilla/5.0 (Linux; Android 14; moto g 5G - 2023 Build/U1TPNS34.26-78-3-33; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.215 Mobile Safari/537.36","379","705","240","","1687","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","1","unique","shameful","PosNeg","100","31","positive","negative","69","unique","left","true"
"html-keyboard-response","4","7535","0.0-2.0-0.1","1107","25","pre","9","morning","2026-06-03","2026-06-15","2026-06-11T15:47:55.977Z","Mozilla/5.0 (Linux; Android 14; moto g 5G - 2023 Build/U1TPNS34.26-78-3-33; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.215 Mobile Safari/537.36","379","705","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","9257","0.0-2.0-1.1","1107","25","pre","9","morning","2026-06-03","2026-06-15","2026-06-11T15:47:55.977Z","Mozilla/5.0 (Linux; Android 14; moto g 5G - 2023 Build/U1TPNS34.26-78-3-33; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.215 Mobile Safari/537.36","379","705","240","","1716","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","2","successful","insecure","PosNeg","36","55","positive","negative","19","insecure","right","true"
"html-keyboard-response","6","10062","0.0-2.0-0.2","1107","25","pre","9","morning","2026-06-03","2026-06-15","2026-06-11T15:47:55.977Z","Mozilla/5.0 (Linux; Android 14; moto g 5G - 2023 Build/U1TPNS34.26-78-3-33; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.215 Mobile Safari/537.36","379","705","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","12729","0.0-2.0-1.2","1107","25","pre","9","morning","2026-06-03","2026-06-15","2026-06-11T15:47:55.977Z","Mozilla/5.0 (Linux; Android 14; moto g 5G - 2023 Build/U1TPNS34.26-78-3-33; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.215 Mobile Safari/537.36","379","705","240","","2660","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","3","irresponsible","delight","PosNeg","3","68","negative","positive","65","delight","right","true"
"html-keyboard-response","8","13531","0.0-2.0-0.3","1107","25","pre","9","morning","2026-06-03","2026-06-15","2026-06-11T15:47:55.977Z","Mozilla/5.0 (Linux; Android 14; moto g 5G - 2023 Build/U1TPNS34.26-78-3-33; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.215 Mobile Safari/537.36","379","705","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","15348","0.0-2.0-1.3","1107","25","pre","9","morning","2026-06-03","2026-06-15","2026-06-11T15:47:55.977Z","Mozilla/5.0 (Linux; Android 14; moto g 5G - 2023 Build/U1TPNS34.26-78-3-33; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.215 Mobile Safari/537.36","379","705","240","","1810","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","4","degenerate","boring","NegNeg","0","87","negative","negative","87","boring","right","true"
