"trial_type","trial_index","time_elapsed","internal_node_id","PUNS_ID","session_number","session_phase","session_day","session_slot","ema_start_date","ema_post_start_date","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1105","0.0-0.0","1071","23","pre","8","afternoon","2026-06-09","2026-06-23","2026-06-16T21:15:58.821Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","733","240","","","","","","","","","","","","","","","","",""
"instructions","1","276448","0.0-1.0","1071","23","pre","8","afternoon","2026-06-09","2026-06-23","2026-06-16T21:15:58.821Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","733","240","[{""page_index"":0,""viewing_time"":191125},{""page_index"":1,""viewing_time"":767},{""page_index"":2,""viewing_time"":7836},{""page_index"":3,""viewing_time"":75613}]","275342","","","","","","","","","","","","","","",""
"html-keyboard-response","2","277251","0.0-2.0-0.0","1071","23","pre","8","afternoon","2026-06-09","2026-06-23","2026-06-16T21:15:58.821Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","733","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","279237","0.0-2.0-1.0","1071","23","pre","8","afternoon","2026-06-09","2026-06-23","2026-06-16T21:15:58.821Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","733","240","","1983","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","1","anxious","devoted","PosNeg","38","82","negative","positive","44","devoted","right","true"
"html-keyboard-response","4","280039","0.0-2.0-0.1","1071","23","pre","8","afternoon","2026-06-09","2026-06-23","2026-06-16T21:15:58.821Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","733","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","282219","0.0-2.0-1.1","1071","23","pre","8","afternoon","2026-06-09","2026-06-23","2026-06-16T21:15:58.821Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","733","240","","2178","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","2","expert","cruel","PosNeg","49","1","positive","negative","48","expert","left","true"
"html-keyboard-response","6","283022","0.0-2.0-0.2","1071","23","pre","8","afternoon","2026-06-09","2026-06-23","2026-06-16T21:15:58.821Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","733","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","286120","0.0-2.0-1.2","1071","23","pre","8","afternoon","2026-06-09","2026-06-23","2026-06-16T21:15:58.821Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","733","240","","3096","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","3","awkward","rude","NegNeg","37","1","negative","negative","36","awkward","left","true"
"html-keyboard-response","8","286922","0.0-2.0-0.3","1071","23","pre","8","afternoon","2026-06-09","2026-06-23","2026-06-16T21:15:58.821Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","733","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","287961","0.0-2.0-1.3","1071","23","pre","8","afternoon","2026-06-09","2026-06-23","2026-06-16T21:15:58.821Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","733","240","","1037","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","4","friend","sadistic","PosNeg","71","0","positive","negative","71","friend","left","true"
"html-keyboard-response","10","288763","0.0-2.0-0.4","1071","23","pre","8","afternoon","2026-06-09","2026-06-23","2026-06-16T21:15:58.821Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","733","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","11","289870","0.0-2.0-1.4","1071","23","pre","8","afternoon","2026-06-09","2026-06-23","2026-06-16T21:15:58.821Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","733","240","","1105","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","5","headache","cooperative","PosNeg","13","88","negative","positive","75","cooperative","right","true"
"html-keyboard-response","12","290672","0.0-2.0-0.5","1071","23","pre","8","afternoon","2026-06-09","2026-06-23","2026-06-16T21:15:58.821Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","733","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","13","291593","0.0-2.0-1.5","1071","23","pre","8","afternoon","2026-06-09","2026-06-23","2026-06-16T21:15:58.821Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","733","240","","920","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","6","eloquent","brave","PosPos","69","60","positive","positive","9","eloquent","left","true"
