"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1415","0.0-0.0","","9006","2025-11-06","16:18:50.979Z","day80","evening","2026-01-24T00:01:37.212Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","","","","","","","","","","","","","","","",""
"instructions","1","23772","0.0-1.0","","9006","2025-11-06","16:18:50.979Z","day80","evening","2026-01-24T00:01:37.212Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","[{""page_index"":0,""viewing_time"":4553},{""page_index"":1,""viewing_time"":1959},{""page_index"":2,""viewing_time"":2259},{""page_index"":3,""viewing_time"":3840},{""page_index"":2,""viewing_time"":7369},{""page_index"":3,""viewing_time"":2367}]","22350","","","","","","","","","","","","","","",""
"html-keyboard-response","2","24579","0.0-2.0-0.0","","9006","2025-11-06","16:18:50.979Z","day80","evening","2026-01-24T00:01:37.212Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","26140","0.0-2.0-1.0","","9006","2025-11-06","16:18:50.979Z","day80","evening","2026-01-24T00:01:37.212Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","1554","<div class=""prompt"">Which word describes you more?</div>","0","pairing","1","heartbroken","stingy","NegNeg","11","64","negative","negative","53","heartbroken","left","true"
"html-keyboard-response","4","26944","0.0-2.0-0.1","","9006","2025-11-06","16:18:50.979Z","day80","evening","2026-01-24T00:01:37.212Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","27600","0.0-2.0-1.1","","9006","2025-11-06","16:18:50.979Z","day80","evening","2026-01-24T00:01:37.212Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","651","<div class=""prompt"">Which word describes you more?</div>","0","pairing","2","unwelcome","learner","PosNeg","37","64","negative","positive","27","unwelcome","left","true"
"html-keyboard-response","6","28403","0.0-2.0-0.2","","9006","2025-11-06","16:18:50.979Z","day80","evening","2026-01-24T00:01:37.212Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","29289","0.0-2.0-1.2","","9006","2025-11-06","16:18:50.979Z","day80","evening","2026-01-24T00:01:37.212Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","884","<div class=""prompt"">Which word describes you more?</div>","0","pairing","3","winner","heartbroken","PosNeg","63","11","positive","negative","52","winner","left","true"
"html-keyboard-response","8","30092","0.0-2.0-0.3","","9006","2025-11-06","16:18:50.979Z","day80","evening","2026-01-24T00:01:37.212Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","30723","0.0-2.0-1.3","","9006","2025-11-06","16:18:50.979Z","day80","evening","2026-01-24T00:01:37.212Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","629","<div class=""prompt"">Which word describes you more?</div>","0","pairing","4","graceful","distressed","PosNeg","64","59","positive","negative","5","graceful","left","true"
