"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1155","0.0-0.0","","9002","2025-11-06","03:58:36.500Z","day24","evening","2025-11-29T23:35:18.381Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","","","","","","","","","","","","","","","",""
"instructions","1","6850","0.0-1.0","","9002","2025-11-06","03:58:36.500Z","day24","evening","2025-11-29T23:35:18.381Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","[{""page_index"":0,""viewing_time"":790},{""page_index"":1,""viewing_time"":529},{""page_index"":2,""viewing_time"":2557},{""page_index"":3,""viewing_time"":1812}]","5689","","","","","","","","","","","","","","",""
"html-keyboard-response","2","7654","0.0-2.0-0.0","","9002","2025-11-06","03:58:36.500Z","day24","evening","2025-11-29T23:35:18.381Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","8640","0.0-2.0-1.0","","9002","2025-11-06","03:58:36.500Z","day24","evening","2025-11-29T23:35:18.381Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","979","<div class=""prompt"">Which word describes you more?</div>","1","pairing","1","mess","learner","PosNeg","13","80","negative","positive","67","learner","right","true"
"html-keyboard-response","4","9443","0.0-2.0-0.1","","9002","2025-11-06","03:58:36.500Z","day24","evening","2025-11-29T23:35:18.381Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","10624","0.0-2.0-1.1","","9002","2025-11-06","03:58:36.500Z","day24","evening","2025-11-29T23:35:18.381Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","1176","<div class=""prompt"">Which word describes you more?</div>","0","pairing","2","lucky","lifeless","PosNeg","63","29","positive","negative","34","lucky","left","true"
"html-keyboard-response","6","11426","0.0-2.0-0.2","","9002","2025-11-06","03:58:36.500Z","day24","evening","2025-11-29T23:35:18.381Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","12192","0.0-2.0-1.2","","9002","2025-11-06","03:58:36.500Z","day24","evening","2025-11-29T23:35:18.381Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","763","<div class=""prompt"">Which word describes you more?</div>","1","pairing","3","coward","knowledgeable","PosNeg","84","17","negative","positive","67","knowledgeable","right","true"
"html-keyboard-response","8","12995","0.0-2.0-0.3","","9002","2025-11-06","03:58:36.500Z","day24","evening","2025-11-29T23:35:18.381Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","13994","0.0-2.0-1.3","","9002","2025-11-06","03:58:36.500Z","day24","evening","2025-11-29T23:35:18.381Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","997","<div class=""prompt"">Which word describes you more?</div>","0","pairing","4","inferior","disgusting","NegNeg","31","28","negative","negative","3","inferior","left","true"
