"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response","which_experiment_phase"
"pavlovia","0","1305","0.0-0.0","","9008","2025-11-06","16:26:10.831Z","day2","evening","2025-11-07T23:31:33.157Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","","","","","","","","","","","","","","","",""
"instructions","1","12416","0.0-1.0","","9008","2025-11-06","16:26:10.831Z","day2","evening","2025-11-07T23:31:33.157Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","[{""page_index"":0,""viewing_time"":2498},{""page_index"":1,""viewing_time"":3406},{""page_index"":2,""viewing_time"":2301},{""page_index"":3,""viewing_time"":2901}]","11108","","","","","","","","","","","","","","",""
"html-button-response","2","15034","0.0-2.0-0.0","","9008","2025-11-06","16:26:10.831Z","day2","evening","2025-11-07T23:31:33.157Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","2613","<div class=""prompt"">Which word describes you more?</div>","0","1","flawless","unpleasant","PosNeg","57","19","positive","negative","38","flawless","left","true","pairing"
"html-button-response","3","18053","0.0-2.0-0.1","","9008","2025-11-06","16:26:10.831Z","day2","evening","2025-11-07T23:31:33.157Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","3016","<div class=""prompt"">Which word describes you more?</div>","1","2","degenerate","uninvited","NegNeg","7","26","negative","negative","19","uninvited","right","true","pairing"
"html-button-response","4","19750","0.0-2.0-0.2","","9008","2025-11-06","16:26:10.831Z","day2","evening","2025-11-07T23:31:33.157Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","1696","<div class=""prompt"">Which word describes you more?</div>","0","3","hesitant","alluring","PosNeg","64","75","negative","positive","11","hesitant","left","true","pairing"
"html-button-response","5","21840","0.0-2.0-0.3","","9008","2025-11-06","16:26:10.831Z","day2","evening","2025-11-07T23:31:33.157Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","2088","<div class=""prompt"">Which word describes you more?</div>","1","4","confident","goodwilled","PosPos","4","100","positive","positive","96","goodwilled","right","true","pairing"
"html-button-response","6","23875","0.0-2.0-0.4","","9008","2025-11-06","16:26:10.831Z","day2","evening","2025-11-07T23:31:33.157Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","2033","<div class=""prompt"">Which word describes you more?</div>","0","5","heartbroken","reject","NegNeg","100","28","negative","negative","72","heartbroken","left","true","pairing"
"html-button-response","7","25943","0.0-2.0-0.5","","9008","2025-11-06","16:26:10.831Z","day2","evening","2025-11-07T23:31:33.157Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","2066","<div class=""prompt"">Which word describes you more?</div>","0","6","alluring","legendary","PosPos","75","46","positive","positive","29","alluring","left","true","pairing"
"html-button-response","8","29862","0.0-2.0-0.6","","9008","2025-11-06","16:26:10.831Z","day2","evening","2025-11-07T23:31:33.157Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","3917","<div class=""prompt"">Which word describes you more?</div>","1","7","disappointment","arrogant","NegNeg","68","7","negative","negative","61","arrogant","right","true","pairing"
"html-button-response","9","33233","0.0-2.0-0.7","","9008","2025-11-06","16:26:10.831Z","day2","evening","2025-11-07T23:31:33.157Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","3366","<div class=""prompt"">Which word describes you more?</div>","1","8","humorous","reject","PosNeg","24","28","positive","negative","4","reject","right","true","pairing"
