"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1377","0.0-0.0","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","","","","","","","","","","","","","","","",""
"instructions","1","111325","0.0-1.0","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","[{""page_index"":0,""viewing_time"":6673},{""page_index"":1,""viewing_time"":611},{""page_index"":2,""viewing_time"":1514},{""page_index"":3,""viewing_time"":78831}]","87630","","","","","","","","","","","","","","",""
"html-keyboard-response","2","112128","0.0-2.0-0.0","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","112952","0.0-2.0-1.0","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","818","<div class=""prompt"">Which word describes you more?</div>","1","pairing","1","easygoing","virtuous","PosPos","93","100","positive","positive","7","virtuous","right","true"
"html-keyboard-response","4","113755","0.0-2.0-0.1","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","114752","0.0-2.0-1.1","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","996","<div class=""prompt"">Which word describes you more?</div>","1","pairing","2","inadequate","anxious","NegNeg","32","38","negative","negative","6","anxious","right","true"
"html-keyboard-response","6","115555","0.0-2.0-0.2","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","116721","0.0-2.0-1.2","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","1161","<div class=""prompt"">Which word describes you more?</div>","1","pairing","3","vengeful","defective","NegNeg","0","84","negative","negative","84","defective","right","true"
"html-keyboard-response","8","117524","0.0-2.0-0.3","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","118404","0.0-2.0-1.3","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","878","<div class=""prompt"">Which word describes you more?</div>","0","pairing","4","gentle","helpless","PosNeg","100","0","positive","negative","100","gentle","left","true"
"html-keyboard-response","10","119207","0.0-2.0-0.4","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","11","119990","0.0-2.0-1.4","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","781","<div class=""prompt"">Which word describes you more?</div>","1","pairing","5","heartbroken","authentic","PosNeg","100","66","negative","positive","34","authentic","right","true"
"html-keyboard-response","12","120792","0.0-2.0-0.5","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","13","121342","0.0-2.0-1.5","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","548","<div class=""prompt"">Which word describes you more?</div>","1","pairing","6","disappointment","enthusiastic","PosNeg","68","94","negative","positive","26","enthusiastic","right","true"
"html-keyboard-response","14","122145","0.0-2.0-0.6","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","15","122792","0.0-2.0-1.6","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","645","<div class=""prompt"">Which word describes you more?</div>","1","pairing","7","adventurous","affectionate","PosPos","100","51","positive","positive","49","affectionate","right","true"
"html-keyboard-response","16","123594","0.0-2.0-0.7","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","17","124225","0.0-2.0-1.7","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","628","<div class=""prompt"">Which word describes you more?</div>","1","pairing","8","easygoing","confident","PosPos","93","4","positive","positive","89","confident","right","true"
"html-keyboard-response","18","125028","0.0-2.0-0.8","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","19","125898","0.0-2.0-1.8","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","866","<div class=""prompt"">Which word describes you more?</div>","1","pairing","9","defective","lucky","PosNeg","84","14","negative","positive","70","lucky","right","true"
"html-keyboard-response","20","126701","0.0-2.0-0.9","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","21","127668","0.0-2.0-1.9","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","964","<div class=""prompt"">Which word describes you more?</div>","0","pairing","10","unwelcome","empty","NegNeg","32","67","negative","negative","35","unwelcome","left","true"
"html-keyboard-response","22","128470","0.0-2.0-0.10","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","23","129137","0.0-2.0-1.10","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","666","<div class=""prompt"">Which word describes you more?</div>","1","pairing","11","admired","goodwilled","PosPos","64","100","positive","positive","36","goodwilled","right","true"
"html-keyboard-response","24","129940","0.0-2.0-0.11","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","25","130866","0.0-2.0-1.11","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","924","<div class=""prompt"">Which word describes you more?</div>","0","pairing","12","satisfied","creep","PosNeg","23","66","positive","negative","43","satisfied","left","true"
"html-keyboard-response","26","131668","0.0-2.0-0.12","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","27","132521","0.0-2.0-1.12","","9008","2025-11-06","16:26:10.831Z","day76","afternoon","2026-01-20T19:59:47.273Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","850","<div class=""prompt"">Which word describes you more?</div>","0","pairing","13","delight","defective","PosNeg","14","84","positive","negative","70","delight","left","true"
