"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","2224","0.0-0.0","","9005","2025-11-06","17:02:26.520Z","day82","morning","2026-01-26T15:46:31.335Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","","","","","","","","","","","","","","","",""
"instructions","1","7168","0.0-1.0","","9005","2025-11-06","17:02:26.520Z","day82","morning","2026-01-26T15:46:31.335Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","[{""page_index"":0,""viewing_time"":1357},{""page_index"":1,""viewing_time"":846},{""page_index"":2,""viewing_time"":1786},{""page_index"":3,""viewing_time"":949}]","4939","","","","","","","","","","","","","","",""
"html-keyboard-response","2","7973","0.0-2.0-0.0","","9005","2025-11-06","17:02:26.520Z","day82","morning","2026-01-26T15:46:31.335Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","8511","0.0-2.0-1.0","","9005","2025-11-06","17:02:26.520Z","day82","morning","2026-01-26T15:46:31.335Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","530","<div class=""prompt"">Which word describes you more?</div>","1","pairing","1","problematic","helper","PosNeg","15","49","negative","positive","34","helper","right","true"
"html-keyboard-response","4","9314","0.0-2.0-0.1","","9005","2025-11-06","17:02:26.520Z","day82","morning","2026-01-26T15:46:31.335Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","9701","0.0-2.0-1.1","","9005","2025-11-06","17:02:26.520Z","day82","morning","2026-01-26T15:46:31.335Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","382","<div class=""prompt"">Which word describes you more?</div>","0","pairing","2","lunatic","sophisticated","PosNeg","49","24","negative","positive","25","lunatic","left","true"
"html-keyboard-response","6","10503","0.0-2.0-0.2","","9005","2025-11-06","17:02:26.520Z","day82","morning","2026-01-26T15:46:31.335Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","10858","0.0-2.0-1.2","","9005","2025-11-06","17:02:26.520Z","day82","morning","2026-01-26T15:46:31.335Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","352","<div class=""prompt"">Which word describes you more?</div>","0","pairing","3","authentic","reliable","PosPos","15","15","positive","positive","0","authentic","left","true"
"html-keyboard-response","8","11661","0.0-2.0-0.3","","9005","2025-11-06","17:02:26.520Z","day82","morning","2026-01-26T15:46:31.335Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","12060","0.0-2.0-1.3","","9005","2025-11-06","17:02:26.520Z","day82","morning","2026-01-26T15:46:31.335Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","397","<div class=""prompt"">Which word describes you more?</div>","1","pairing","4","headache","alone","NegNeg","49","69","negative","negative","20","alone","right","true"
"html-keyboard-response","10","12863","0.0-2.0-0.4","","9005","2025-11-06","17:02:26.520Z","day82","morning","2026-01-26T15:46:31.335Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","11","13317","0.0-2.0-1.4","","9005","2025-11-06","17:02:26.520Z","day82","morning","2026-01-26T15:46:31.335Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","447","<div class=""prompt"">Which word describes you more?</div>","0","pairing","5","seeker","visionary","PosPos","15","69","positive","positive","54","seeker","left","true"
