"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1026","0.0-0.0","","9008","2025-11-06","16:26:10.831Z","day6","afternoon","2025-11-11T22:44:18.576Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","","","","","","","","","","","","","","","",""
"instructions","1","6108","0.0-1.0","","9008","2025-11-06","16:26:10.831Z","day6","afternoon","2025-11-11T22:44:18.576Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","[{""page_index"":0,""viewing_time"":1300},{""page_index"":1,""viewing_time"":687},{""page_index"":2,""viewing_time"":2004},{""page_index"":3,""viewing_time"":1084}]","5075","","","","","","","","","","","","","","",""
"html-keyboard-response","2","6913","0.0-2.0-0.0","","9008","2025-11-06","16:26:10.831Z","day6","afternoon","2025-11-11T22:44:18.576Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","9561","0.0-2.0-1.0","","9008","2025-11-06","16:26:10.831Z","day6","afternoon","2025-11-11T22:44:18.576Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","2641","<div class=""prompt"">Which word describes you more?</div>","0","pairing","1","disappointment","unbearable","NegNeg","68","0","negative","negative","68","disappointment","left","true"
"html-keyboard-response","4","10365","0.0-2.0-0.1","","9008","2025-11-06","16:26:10.831Z","day6","afternoon","2025-11-11T22:44:18.576Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","13274","0.0-2.0-1.1","","9008","2025-11-06","16:26:10.831Z","day6","afternoon","2025-11-11T22:44:18.576Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","2907","<div class=""prompt"">Which word describes you more?</div>","0","pairing","2","appealing","reject","PosNeg","30","28","positive","negative","2","appealing","left","true"
"html-keyboard-response","6","14077","0.0-2.0-0.2","","9008","2025-11-06","16:26:10.831Z","day6","afternoon","2025-11-11T22:44:18.576Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","15091","0.0-2.0-1.2","","9008","2025-11-06","16:26:10.831Z","day6","afternoon","2025-11-11T22:44:18.576Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","1012","<div class=""prompt"">Which word describes you more?</div>","0","pairing","3","stingy","dummy","NegNeg","10","6","negative","negative","4","stingy","left","true"
"html-keyboard-response","8","15894","0.0-2.0-0.3","","9008","2025-11-06","16:26:10.831Z","day6","afternoon","2025-11-11T22:44:18.576Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","18676","0.0-2.0-1.3","","9008","2025-11-06","16:26:10.831Z","day6","afternoon","2025-11-11T22:44:18.576Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","2780","<div class=""prompt"">Which word describes you more?</div>","1","pairing","4","unlucky","successful","PosNeg","75","72","negative","positive","3","successful","right","true"
