"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1251","0.0-0.0","","9008","2025-11-06","16:26:10.831Z","day78","afternoon","2026-01-22T19:24:57.732Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","","","","","","","","","","","","","","","",""
"instructions","1","5794","0.0-1.0","","9008","2025-11-06","16:26:10.831Z","day78","afternoon","2026-01-22T19:24:57.732Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","[{""page_index"":0,""viewing_time"":567},{""page_index"":1,""viewing_time"":750},{""page_index"":2,""viewing_time"":2249},{""page_index"":3,""viewing_time"":972}]","4538","","","","","","","","","","","","","","",""
"html-keyboard-response","2","6601","0.0-2.0-0.0","","9008","2025-11-06","16:26:10.831Z","day78","afternoon","2026-01-22T19:24:57.732Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","7628","0.0-2.0-1.0","","9008","2025-11-06","16:26:10.831Z","day78","afternoon","2026-01-22T19:24:57.732Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","1021","<div class=""prompt"">Which word describes you more?</div>","0","pairing","1","anxious","prick","NegNeg","38","3","negative","negative","35","anxious","left","true"
"html-keyboard-response","4","8431","0.0-2.0-0.1","","9008","2025-11-06","16:26:10.831Z","day78","afternoon","2026-01-22T19:24:57.732Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","9108","0.0-2.0-1.1","","9008","2025-11-06","16:26:10.831Z","day78","afternoon","2026-01-22T19:24:57.732Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","675","<div class=""prompt"">Which word describes you more?</div>","0","pairing","2","awkward","traitor","NegNeg","100","0","negative","negative","100","awkward","left","true"
"html-keyboard-response","6","9911","0.0-2.0-0.2","","9008","2025-11-06","16:26:10.831Z","day78","afternoon","2026-01-22T19:24:57.732Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","11008","0.0-2.0-1.2","","9008","2025-11-06","16:26:10.831Z","day78","afternoon","2026-01-22T19:24:57.732Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","1095","<div class=""prompt"">Which word describes you more?</div>","0","pairing","3","proficient","gentle","PosPos","83","100","positive","positive","17","proficient","left","true"
"html-keyboard-response","8","11812","0.0-2.0-0.3","","9008","2025-11-06","16:26:10.831Z","day78","afternoon","2026-01-22T19:24:57.732Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","12977","0.0-2.0-1.3","","9008","2025-11-06","16:26:10.831Z","day78","afternoon","2026-01-22T19:24:57.732Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","1159","<div class=""prompt"">Which word describes you more?</div>","1","pairing","4","fool","lucky","PosNeg","20","14","negative","positive","6","lucky","right","true"
