"trial_type","trial_index","time_elapsed","internal_node_id","PUNS_ID","session_number","session_phase","session_day","session_slot","ema_start_date","ema_post_start_date","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","2135","0.0-0.0","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","","","","","","","","","","","","","","","",""
"instructions","1","8180","0.0-1.0","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","[{""page_index"":0,""viewing_time"":1017},{""page_index"":1,""viewing_time"":1019},{""page_index"":2,""viewing_time"":2305},{""page_index"":3,""viewing_time"":1701}]","6043","","","","","","","","","","","","","","",""
"html-keyboard-response","2","8986","0.0-2.0-0.0","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","11285","0.0-2.0-1.0","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","2294","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","1","romantic","defective","PosNeg","76","1","positive","negative","75","romantic","left","true"
"html-keyboard-response","4","12089","0.0-2.0-0.1","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","14387","0.0-2.0-1.1","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","2295","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","2","sadistic","heartbroken","NegNeg","17","100","negative","negative","83","heartbroken","right","true"
"html-keyboard-response","6","15190","0.0-2.0-0.2","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","17840","0.0-2.0-1.2","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","2649","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","3","irritating","inferior","NegNeg","12","3","negative","negative","9","irritating","left","true"
"html-keyboard-response","8","18643","0.0-2.0-0.3","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","21244","0.0-2.0-1.3","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","2598","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","4","regretful","peaceful","PosNeg","64","12","negative","positive","52","regretful","left","true"
"html-keyboard-response","10","22047","0.0-2.0-0.4","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","11","25206","0.0-2.0-1.4","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","3157","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","5","flawless","bitter","PosNeg","2","85","positive","negative","83","bitter","right","true"
"html-keyboard-response","12","26008","0.0-2.0-0.5","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","13","27549","0.0-2.0-1.5","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","1539","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","6","cynic","incapable","NegNeg","75","13","negative","negative","62","cynic","left","true"
"html-keyboard-response","14","28352","0.0-2.0-0.6","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","15","31088","0.0-2.0-1.6","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","2734","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","7","gloomy","special","PosNeg","25","14","negative","positive","11","special","right","true"
"html-keyboard-response","16","31891","0.0-2.0-0.7","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","17","34724","0.0-2.0-1.7","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","2825","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","8","blissful","disgusting","PosNeg","3","0","positive","negative","3","blissful","left","true"
"html-keyboard-response","18","35528","0.0-2.0-0.8","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","19","38362","0.0-2.0-1.8","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","2831","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","9","charitable","bitter","PosNeg","76","85","positive","negative","9","charitable","left","true"
"html-keyboard-response","20","39165","0.0-2.0-0.9","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","21","41549","0.0-2.0-1.9","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","2381","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","10","vibrant","goodwilled","PosPos","86","68","positive","positive","18","vibrant","left","true"
"html-keyboard-response","22","42351","0.0-2.0-0.10","1013","19","pre","7","morning","2026-02-05","2026-02-17","2026-02-11T17:10:08.826Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
