"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response","which_experiment_phase"
"pavlovia","0","1164","0.0-0.0","","9006","2025-11-06","16:18:50.979Z","day2","evening","2025-11-07T03:25:23.401Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","","","","","","","","","","","","","","","",""
"instructions","1","15348","0.0-1.0","","9006","2025-11-06","16:18:50.979Z","day2","evening","2025-11-07T03:25:23.401Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","[{""page_index"":0,""viewing_time"":2938},{""page_index"":1,""viewing_time"":3171},{""page_index"":2,""viewing_time"":3067},{""page_index"":3,""viewing_time"":4999}]","14177","","","","","","","","","","","","","","",""
"html-button-response","2","18497","0.0-2.0-0.0","","9006","2025-11-06","16:18:50.979Z","day2","evening","2025-11-07T03:25:23.401Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","3144","<div class=""prompt"">Which word describes you more?</div>","0","1","satisfied","proficient","PosPos","11","37","positive","positive","26","satisfied","left","true","pairing"
"html-button-response","3","20467","0.0-2.0-0.1","","9006","2025-11-06","16:18:50.979Z","day2","evening","2025-11-07T03:25:23.401Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","1967","<div class=""prompt"">Which word describes you more?</div>","1","2","helpless","respectable","PosNeg","11","59","negative","positive","48","respectable","right","true","pairing"
"html-button-response","4","22501","0.0-2.0-0.2","","9006","2025-11-06","16:18:50.979Z","day2","evening","2025-11-07T03:25:23.401Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","2032","<div class=""prompt"">Which word describes you more?</div>","1","3","creep","unwelcome","NegNeg","59","37","negative","negative","22","unwelcome","right","true","pairing"
"html-button-response","5","24370","0.0-2.0-0.3","","9006","2025-11-06","16:18:50.979Z","day2","evening","2025-11-07T03:25:23.401Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","1868","<div class=""prompt"">Which word describes you more?</div>","0","4","comfortable","credible","PosPos","64","59","positive","positive","5","comfortable","left","true","pairing"
"html-button-response","6","27591","0.0-2.0-0.4","","9006","2025-11-06","16:18:50.979Z","day2","evening","2025-11-07T03:25:23.401Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","3217","<div class=""prompt"">Which word describes you more?</div>","1","5","courteous","visionary","PosPos","64","11","positive","positive","53","visionary","right","true","pairing"
"html-button-response","7","32075","0.0-2.0-0.5","","9006","2025-11-06","16:18:50.979Z","day2","evening","2025-11-07T03:25:23.401Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","4482","<div class=""prompt"">Which word describes you more?</div>","1","6","menace","helpless","NegNeg","37","11","negative","negative","26","helpless","right","true","pairing"
"html-button-response","8","33808","0.0-2.0-0.6","","9006","2025-11-06","16:18:50.979Z","day2","evening","2025-11-07T03:25:23.401Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","1731","<div class=""prompt"">Which word describes you more?</div>","0","7","spontaneous","scoundrel","PosNeg","37","37","positive","negative","0","spontaneous","left","true","pairing"
"html-button-response","9","36580","0.0-2.0-0.7","","9006","2025-11-06","16:18:50.979Z","day2","evening","2025-11-07T03:25:23.401Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","633","300","","2770","<div class=""prompt"">Which word describes you more?</div>","1","8","safe","capable","PosPos","59","11","positive","positive","48","capable","right","true","pairing"
