"trial_type","trial_index","time_elapsed","internal_node_id","PUNS_ID","session_number","session_phase","session_day","session_slot","ema_start_date","ema_post_start_date","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1789","0.0-0.0","1083","56","post","9","afternoon","2026-04-15","2026-04-27","2026-05-05T21:09:44.608Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","420","","","","","","","","","","","","","","","","",""
"instructions","1","64255","0.0-1.0","1083","56","post","9","afternoon","2026-04-15","2026-04-27","2026-05-05T21:09:44.608Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","420","[{""page_index"":0,""viewing_time"":60455},{""page_index"":1,""viewing_time"":556},{""page_index"":2,""viewing_time"":814},{""page_index"":3,""viewing_time"":638}]","62464","","","","","","","","","","","","","","",""
"html-keyboard-response","2","65064","0.0-2.0-0.0","1083","56","post","9","afternoon","2026-04-15","2026-04-27","2026-05-05T21:09:44.608Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","420","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","66388","0.0-2.0-1.0","1083","56","post","9","afternoon","2026-04-15","2026-04-27","2026-05-05T21:09:44.608Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","420","","1318","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","1","carefree","insecure","PosNeg","64","31","positive","negative","33","carefree","left","true"
"html-keyboard-response","4","67194","0.0-2.0-0.1","1083","56","post","9","afternoon","2026-04-15","2026-04-27","2026-05-05T21:09:44.608Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","420","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","68203","0.0-2.0-1.1","1083","56","post","9","afternoon","2026-04-15","2026-04-27","2026-05-05T21:09:44.608Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","420","","1007","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","2","disloyal","virtuous","PosNeg","3","94","negative","positive","91","virtuous","right","true"
"html-keyboard-response","6","69006","0.0-2.0-0.2","1083","56","post","9","afternoon","2026-04-15","2026-04-27","2026-05-05T21:09:44.608Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","420","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","69950","0.0-2.0-1.2","1083","56","post","9","afternoon","2026-04-15","2026-04-27","2026-05-05T21:09:44.608Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","420","","942","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","3","jerk","spectacular","PosNeg","0","92","negative","positive","92","spectacular","right","true"
"html-keyboard-response","8","70754","0.0-2.0-0.3","1083","56","post","9","afternoon","2026-04-15","2026-04-27","2026-05-05T21:09:44.608Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","420","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","73449","0.0-2.0-1.3","1083","56","post","9","afternoon","2026-04-15","2026-04-27","2026-05-05T21:09:44.608Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","420","","2693","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","4","menace","selfish","NegNeg","0","2","negative","negative","2","menace","left","true"
"html-keyboard-response","10","74252","0.0-2.0-0.4","1083","56","post","9","afternoon","2026-04-15","2026-04-27","2026-05-05T21:09:44.608Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","420","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","11","75129","0.0-2.0-1.4","1083","56","post","9","afternoon","2026-04-15","2026-04-27","2026-05-05T21:09:44.608Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","420","","875","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","5","hesitant","playful","PosNeg","26","100","negative","positive","74","playful","right","true"
