"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","baseline_date","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","left_word","right_word","valence","trial_number","participant_response","valid_response"
"pavlovia","0","1260","0.0-0.0","R_6ikWoGefPJUA4mK","2025-09-22","day1","evening","2025-09-22T05:30:46.504Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","","","","","","","","",""
"instructions","1","12350","0.0-1.0","R_6ikWoGefPJUA4mK","2025-09-22","day1","evening","2025-09-22T05:30:46.504Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","[{""page_index"":0,""viewing_time"":2816},{""page_index"":1,""viewing_time"":4421},{""page_index"":2,""viewing_time"":2085},{""page_index"":3,""viewing_time"":1755}]","11079","","","","","","","",""
"html-button-response","2","15470","0.0-2.0-0.0","R_6ikWoGefPJUA4mK","2025-09-22","day1","evening","2025-09-22T05:30:46.504Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","3114","<p style=""font-size:24px;"">Which word describes you more?</p>","0","vermin","excited","PosNeg","","vermin","true"
"html-button-response","3","18004","0.0-2.0-0.1","R_6ikWoGefPJUA4mK","2025-09-22","day1","evening","2025-09-22T05:30:46.504Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","2531","<p style=""font-size:24px;"">Which word describes you more?</p>","1","prick","helper","PosNeg","","helper","true"
"html-button-response","4","20858","0.0-2.0-0.2","R_6ikWoGefPJUA4mK","2025-09-22","day1","evening","2025-09-22T05:30:46.504Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","2852","<p style=""font-size:24px;"">Which word describes you more?</p>","1","excited","helper","PosPos","","helper","true"
"html-button-response","5","23349","0.0-2.0-0.3","R_6ikWoGefPJUA4mK","2025-09-22","day1","evening","2025-09-22T05:30:46.504Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","2488","<p style=""font-size:24px;"">Which word describes you more?</p>","0","excited","prick","PosNeg","","excited","true"
"html-button-response","6","26321","0.0-2.0-0.4","R_6ikWoGefPJUA4mK","2025-09-22","day1","evening","2025-09-22T05:30:46.504Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","2970","<p style=""font-size:24px;"">Which word describes you more?</p>","1","vermin","prick","NegNeg","","prick","true"
"html-button-response","7","29528","0.0-2.0-0.5","R_6ikWoGefPJUA4mK","2025-09-22","day1","evening","2025-09-22T05:30:46.504Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","3204","<p style=""font-size:24px;"">Which word describes you more?</p>","1","vermin","helper","PosNeg","","helper","true"
"instructions","8","35570","0.0-3.0","R_6ikWoGefPJUA4mK","2025-09-22","day1","evening","2025-09-22T05:30:46.504Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","[{""page_index"":0,""viewing_time"":6039}]","6040","","","","","","","",""
