"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1673","0.0-0.0","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","","","","","","","","","","","","","","","",""
"instructions","1","15547","0.0-1.0","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","[{""page_index"":0,""viewing_time"":1710},{""page_index"":1,""viewing_time"":641},{""page_index"":2,""viewing_time"":7586},{""page_index"":3,""viewing_time"":3935}]","13873","","","","","","","","","","","","","","",""
"html-keyboard-response","2","16350","0.0-2.0-0.0","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","17044","0.0-2.0-1.0","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","692","<div class=""prompt"">Which word describes you more?</div>","1","pairing","1","menace","turnoff","NegNeg","17","22","negative","negative","5","turnoff","right","true"
"html-keyboard-response","4","17847","0.0-2.0-0.1","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","18611","0.0-2.0-1.1","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","763","<div class=""prompt"">Which word describes you more?</div>","1","pairing","2","anxious","smiley","PosNeg","60","18","negative","positive","42","smiley","right","true"
"html-keyboard-response","6","19412","0.0-2.0-0.2","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","20193","0.0-2.0-1.2","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","779","<div class=""prompt"">Which word describes you more?</div>","1","pairing","3","committed","eloquent","PosPos","77","8","positive","positive","69","eloquent","right","true"
"html-keyboard-response","8","20995","0.0-2.0-0.3","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","21394","0.0-2.0-1.3","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","398","<div class=""prompt"">Which word describes you more?</div>","1","pairing","4","bitter","committed","PosNeg","10","77","negative","positive","67","committed","right","true"
"html-keyboard-response","10","22196","0.0-2.0-0.4","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","11","22828","0.0-2.0-1.4","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","630","<div class=""prompt"">Which word describes you more?</div>","1","pairing","5","peaceful","committed","PosPos","9","77","positive","positive","68","committed","right","true"
"html-keyboard-response","12","23630","0.0-2.0-0.5","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","13","24595","0.0-2.0-1.5","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","963","<div class=""prompt"">Which word describes you more?</div>","1","pairing","6","merciful","comfortable","PosPos","74","38","positive","positive","36","comfortable","right","true"
"html-keyboard-response","14","25396","0.0-2.0-0.6","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","15","26362","0.0-2.0-1.6","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","964","<div class=""prompt"">Which word describes you more?</div>","1","pairing","7","sophisticated","burden","PosNeg","18","41","positive","negative","23","burden","right","true"
"html-keyboard-response","16","27164","0.0-2.0-0.7","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","17","27995","0.0-2.0-1.7","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","830","<div class=""prompt"">Which word describes you more?</div>","1","pairing","8","vermin","undesirable","NegNeg","0","67","negative","negative","67","undesirable","right","true"
"html-keyboard-response","18","28797","0.0-2.0-0.8","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","19","30228","0.0-2.0-1.8","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","1430","<div class=""prompt"">Which word describes you more?</div>","1","pairing","9","expert","grateful","PosPos","11","63","positive","positive","52","grateful","right","true"
"html-keyboard-response","20","31030","0.0-2.0-0.9","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","21","32662","0.0-2.0-1.9","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","1630","<div class=""prompt"">Which word describes you more?</div>","1","pairing","10","healthy","parasite","PosNeg","67","27","positive","negative","40","parasite","right","true"
"html-keyboard-response","22","33464","0.0-2.0-0.10","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","23","34295","0.0-2.0-1.10","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","829","<div class=""prompt"">Which word describes you more?</div>","1","pairing","11","attractive","wise","PosPos","56","39","positive","positive","17","wise","right","true"
"html-keyboard-response","24","35097","0.0-2.0-0.11","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","25","36096","0.0-2.0-1.11","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","997","<div class=""prompt"">Which word describes you more?</div>","1","pairing","12","shameful","gentle","PosNeg","39","26","negative","positive","13","gentle","right","true"
"html-keyboard-response","26","36898","0.0-2.0-0.12","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","27","37646","0.0-2.0-1.12","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","746","<div class=""prompt"">Which word describes you more?</div>","1","pairing","13","fun","vermin","PosNeg","74","0","positive","negative","74","vermin","right","true"
"html-keyboard-response","28","38448","0.0-2.0-0.13","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","29","39196","0.0-2.0-1.13","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","748","<div class=""prompt"">Which word describes you more?</div>","1","pairing","14","alluring","sloppy","PosNeg","56","30","positive","negative","26","sloppy","right","true"
"html-keyboard-response","30","39998","0.0-2.0-0.14","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","31","41081","0.0-2.0-1.14","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","1081","<div class=""prompt"">Which word describes you more?</div>","1","pairing","15","hater","vermin","NegNeg","70","0","negative","negative","70","vermin","right","true"
"html-keyboard-response","32","41883","0.0-2.0-0.15","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","33","42646","0.0-2.0-1.15","","9003","2025-11-06","02:20:49.756Z","day83","afternoon","2026-01-27T17:16:27.359Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","408","729","300","","763","<div class=""prompt"">Which word describes you more?</div>","1","pairing","16","virtuous","greedy","PosNeg","12","27","positive","negative","15","greedy","right","true"
