"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response","which_experiment_phase"
"pavlovia","0","689","0.0-0.0","","1005","2025-09-29","21:48:45.123Z","day3","afternoon","2025-10-01T20:28:56.305Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","393","666","240","","","","","","","","","","","","","","","","",""
"instructions","1","5099","0.0-1.0","","1005","2025-09-29","21:48:45.123Z","day3","afternoon","2025-10-01T20:28:56.305Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","393","666","240","[{""page_index"":0,""viewing_time"":910},{""page_index"":1,""viewing_time"":599},{""page_index"":2,""viewing_time"":2213},{""page_index"":3,""viewing_time"":684}]","4407","","","","","","","","","","","","","","",""
"html-button-response","2","7499","0.0-2.0-0.0","","1005","2025-09-29","21:48:45.123Z","day3","afternoon","2025-10-01T20:28:56.305Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","393","666","240","","2397","<div class=""prompt"">Which word describes you more?</div>","0","1","graceful","incompetent","PosNeg","30","84","positive","negative","54","graceful","left","true","pairing"
"html-button-response","3","8999","0.0-2.0-0.1","","1005","2025-09-29","21:48:45.123Z","day3","afternoon","2025-10-01T20:28:56.305Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","393","666","240","","1498","<div class=""prompt"">Which word describes you more?</div>","1","2","disastrous","enthusiastic","PosNeg","55","64","negative","positive","9","enthusiastic","right","true","pairing"
"html-button-response","4","12566","0.0-2.0-0.2","","1005","2025-09-29","21:48:45.123Z","day3","afternoon","2025-10-01T20:28:56.305Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","393","666","240","","3566","<div class=""prompt"">Which word describes you more?</div>","1","3","immoral","irresponsible","NegNeg","29","64","negative","negative","35","irresponsible","right","true","pairing"
"html-button-response","5","17482","0.0-2.0-0.3","","1005","2025-09-29","21:48:45.123Z","day3","afternoon","2025-10-01T20:28:56.305Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","393","666","240","","4910","<div class=""prompt"">Which word describes you more?</div>","0","4","useful","committed","PosPos","64","33","positive","positive","31","useful","left","true","pairing"
"html-button-response","6","23636","0.0-2.0-0.4","","1005","2025-09-29","21:48:45.123Z","day3","afternoon","2025-10-01T20:28:56.305Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","393","666","240","","6153","<div class=""prompt"">Which word describes you more?</div>","0","5","outcast","loser","NegNeg","3","82","negative","negative","79","outcast","left","true","pairing"
"html-button-response","7","31639","0.0-2.0-0.5","","1005","2025-09-29","21:48:45.123Z","day3","afternoon","2025-10-01T20:28:56.305Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","393","666","240","","null","<div class=""prompt"">Which word describes you more?</div>","null","6","devoted","irritating","PosNeg","28","41","positive","negative","13","null","null","false","pairing"
"html-button-response","8","33622","0.0-2.0-0.6","","1005","2025-09-29","21:48:45.123Z","day3","afternoon","2025-10-01T20:28:56.305Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","393","666","240","","1981","<div class=""prompt"">Which word describes you more?</div>","1","7","visionary","admired","PosPos","2","69","positive","positive","67","admired","right","true","pairing"
"html-button-response","9","38156","0.0-2.0-0.7","","1005","2025-09-29","21:48:45.123Z","day3","afternoon","2025-10-01T20:28:56.305Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","393","666","240","","4533","<div class=""prompt"">Which word describes you more?</div>","1","8","excited","visionary","PosPos","83","2","positive","positive","81","visionary","right","true","pairing"
"html-button-response","10","43123","0.0-2.0-0.8","","1005","2025-09-29","21:48:45.123Z","day3","afternoon","2025-10-01T20:28:56.305Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","393","666","240","","4966","<div class=""prompt"">Which word describes you more?</div>","0","9","loser","creep","NegNeg","82","7","negative","negative","75","loser","left","true","pairing"
