"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1442","0.0-0.0","","9008","2025-11-06","16:26:10.831Z","day77","evening","2026-01-21T02:01:56.605Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","","","","","","","","","","","","","","","",""
"instructions","1","8747","0.0-1.0","","9008","2025-11-06","16:26:10.831Z","day77","evening","2026-01-21T02:01:56.605Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","[{""page_index"":0,""viewing_time"":2485},{""page_index"":1,""viewing_time"":1184},{""page_index"":2,""viewing_time"":2560},{""page_index"":3,""viewing_time"":1070}]","7300","","","","","","","","","","","","","","",""
"html-keyboard-response","2","9553","0.0-2.0-0.0","","9008","2025-11-06","16:26:10.831Z","day77","evening","2026-01-21T02:01:56.605Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","10651","0.0-2.0-1.0","","9008","2025-11-06","16:26:10.831Z","day77","evening","2026-01-21T02:01:56.605Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","1091","<div class=""prompt"">Which word describes you more?</div>","0","pairing","1","entertaining","idiot","PosNeg","10","16","positive","negative","6","entertaining","left","true"
"html-keyboard-response","4","11454","0.0-2.0-0.1","","9008","2025-11-06","16:26:10.831Z","day77","evening","2026-01-21T02:01:56.605Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","13197","0.0-2.0-1.1","","9008","2025-11-06","16:26:10.831Z","day77","evening","2026-01-21T02:01:56.605Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","1739","<div class=""prompt"">Which word describes you more?</div>","0","pairing","2","alone","entertaining","PosNeg","100","10","negative","positive","90","alone","left","true"
"html-keyboard-response","6","14000","0.0-2.0-0.2","","9008","2025-11-06","16:26:10.831Z","day77","evening","2026-01-21T02:01:56.605Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","15813","0.0-2.0-1.2","","9008","2025-11-06","16:26:10.831Z","day77","evening","2026-01-21T02:01:56.605Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","1811","<div class=""prompt"">Which word describes you more?</div>","0","pairing","3","seeker","honest","PosPos","99","100","positive","positive","1","seeker","left","true"
"html-keyboard-response","8","16616","0.0-2.0-0.3","","9008","2025-11-06","16:26:10.831Z","day77","evening","2026-01-21T02:01:56.605Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","18746","0.0-2.0-1.3","","9008","2025-11-06","16:26:10.831Z","day77","evening","2026-01-21T02:01:56.605Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","635","300","","2128","<div class=""prompt"">Which word describes you more?</div>","0","pairing","4","burden","attractive","PosNeg","0","21","negative","positive","21","burden","left","true"
