"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response","which_experiment_phase"
"pavlovia","0","1090","0.0-0.0","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:29:04.415Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","","","","","","","","","","","","","","","",""
"instructions","1","8930","0.0-1.0","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:29:04.415Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","[{""page_index"":0,""viewing_time"":3930},{""page_index"":1,""viewing_time"":1412},{""page_index"":2,""viewing_time"":1204},{""page_index"":3,""viewing_time"":1275}]","7821","","","","","","","","","","","","","","",""
"html-button-response","2","12808","0.0-2.0-0.0","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:29:04.415Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","3870","<p style=""font-size:24px;"">Which word describes you more?</p>","1","1","capable","unbearable","PosNeg","44","35","positive","negative","9","unbearable","right","true","pairing"
"html-button-response","3","14470","0.0-2.0-0.1","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:29:04.415Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","1658","<p style=""font-size:24px;"">Which word describes you more?</p>","0","2","unique","incompetent","PosNeg","65","17","positive","negative","48","unique","left","true","pairing"
"html-button-response","4","16573","0.0-2.0-0.2","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:29:04.415Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","2100","<p style=""font-size:24px;"">Which word describes you more?</p>","1","3","parasite","clever","PosNeg","66","59","negative","positive","7","clever","right","true","pairing"
"html-button-response","5","18125","0.0-2.0-0.3","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:29:04.415Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","1550","<p style=""font-size:24px;"">Which word describes you more?</p>","0","4","empty","smart","PosNeg","93","26","negative","positive","67","empty","left","true","pairing"
"html-button-response","6","19962","0.0-2.0-0.4","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:29:04.415Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","1835","<p style=""font-size:24px;"">Which word describes you more?</p>","1","5","satisfied","valued","PosPos","33","38","positive","positive","5","valued","right","true","pairing"
"html-button-response","7","20981","0.0-2.0-0.5","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:29:04.415Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","1016","<p style=""font-size:24px;"">Which word describes you more?</p>","0","6","regretful","devoted","PosNeg","8","30","negative","positive","22","regretful","left","true","pairing"
"html-button-response","8","22133","0.0-2.0-0.6","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:29:04.415Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","1151","<p style=""font-size:24px;"">Which word describes you more?</p>","1","7","witty","garbage","PosNeg","13","81","positive","negative","68","garbage","right","true","pairing"
"html-button-response","9","23018","0.0-2.0-0.7","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:29:04.415Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","882","<p style=""font-size:24px;"">Which word describes you more?</p>","0","8","coward","energetic","PosNeg","52","61","negative","positive","9","coward","left","true","pairing"
