"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response","which_experiment_phase"
"pavlovia","0","1160","0.0-0.0","","9000","2025-11-05","22:48:47.718Z","day6","evening","2025-11-10T23:06:54.373Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","300","","","","","","","","","","","","","","","","",""
"instructions","1","9997","0.0-1.0","","9000","2025-11-05","22:48:47.718Z","day6","evening","2025-11-10T23:06:54.373Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","300","[{""page_index"":0,""viewing_time"":2004},{""page_index"":1,""viewing_time"":2315},{""page_index"":2,""viewing_time"":1982},{""page_index"":3,""viewing_time"":2528}]","8832","","","","","","","","","","","","","","",""
"html-button-response","2","12792","0.0-2.0-0.0","","9000","2025-11-05","22:48:47.718Z","day6","evening","2025-11-10T23:06:54.373Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","300","","2789","<div class=""prompt"">Which word describes you more?</div>","0","1","annoying","cruel","NegNeg","79","3","negative","negative","76","annoying","left","true","pairing"
"html-button-response","3","15371","0.0-2.0-0.1","","9000","2025-11-05","22:48:47.718Z","day6","evening","2025-11-10T23:06:54.373Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","300","","2577","<div class=""prompt"">Which word describes you more?</div>","1","2","romantic","hateful","PosNeg","86","13","positive","negative","73","hateful","right","true","pairing"
"html-button-response","4","16936","0.0-2.0-0.2","","9000","2025-11-05","22:48:47.718Z","day6","evening","2025-11-10T23:06:54.373Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","300","","1562","<div class=""prompt"">Which word describes you more?</div>","0","3","cynic","inspirational","PosNeg","30","66","negative","positive","36","cynic","left","true","pairing"
"html-button-response","5","19066","0.0-2.0-0.3","","9000","2025-11-05","22:48:47.718Z","day6","evening","2025-11-10T23:06:54.373Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","300","","2129","<div class=""prompt"">Which word describes you more?</div>","1","4","hater","reject","NegNeg","4","71","negative","negative","67","reject","right","true","pairing"
"html-button-response","6","22045","0.0-2.0-0.4","","9000","2025-11-05","22:48:47.718Z","day6","evening","2025-11-10T23:06:54.373Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","300","","2977","<div class=""prompt"">Which word describes you more?</div>","0","5","productive","unfaithful","PosNeg","19","86","positive","negative","67","productive","left","true","pairing"
"html-button-response","7","24374","0.0-2.0-0.5","","9000","2025-11-05","22:48:47.718Z","day6","evening","2025-11-10T23:06:54.373Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","300","","2327","<div class=""prompt"">Which word describes you more?</div>","0","6","idealistic","respectable","PosPos","74","24","positive","positive","50","idealistic","left","true","pairing"
"html-button-response","8","26123","0.0-2.0-0.6","","9000","2025-11-05","22:48:47.718Z","day6","evening","2025-11-10T23:06:54.373Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","300","","1747","<div class=""prompt"">Which word describes you more?</div>","0","7","hater","awful","NegNeg","4","30","negative","negative","26","hater","left","true","pairing"
"html-button-response","9","27821","0.0-2.0-0.7","","9000","2025-11-05","22:48:47.718Z","day6","evening","2025-11-10T23:06:54.373Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","300","","1696","<div class=""prompt"">Which word describes you more?</div>","0","8","useful","untrustworthy","PosNeg","83","80","positive","negative","3","useful","left","true","pairing"
"html-button-response","10","30866","0.0-2.0-0.8","","9000","2025-11-05","22:48:47.718Z","day6","evening","2025-11-10T23:06:54.373Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","300","","3039","<div class=""prompt"">Which word describes you more?</div>","1","9","pitiful","disloyal","NegNeg","71","49","negative","negative","22","disloyal","right","true","pairing"
