"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response","which_experiment_phase"
"pavlovia","0","891","0.0-0.0","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","","","","","","","","","","","","","","","",""
"instructions","1","35713","0.0-1.0","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","[{""page_index"":0,""viewing_time"":10570},{""page_index"":1,""viewing_time"":8293},{""page_index"":2,""viewing_time"":10499},{""page_index"":3,""viewing_time"":5452}]","34816","","","","","","","","","","","","","","",""
"html-button-response","2","37946","0.0-2.0-0.0","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","2229","<div class=""prompt"">Which word describes you more?</div>","1","1","repulsive","committed","PosNeg","44","70","negative","positive","26","committed","right","true","pairing"
"html-button-response","3","39843","0.0-2.0-0.1","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","1894","<div class=""prompt"">Which word describes you more?</div>","0","2","ambitious","idealistic","PosPos","65","67","positive","positive","2","ambitious","left","true","pairing"
"html-button-response","4","42210","0.0-2.0-0.2","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","2366","<div class=""prompt"">Which word describes you more?</div>","1","3","legendary","alone","PosNeg","15","54","positive","negative","39","alone","right","true","pairing"
"html-button-response","5","44427","0.0-2.0-0.3","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","2214","<div class=""prompt"">Which word describes you more?</div>","0","4","satisfied","disastrous","PosNeg","9","76","positive","negative","67","satisfied","left","true","pairing"
"html-button-response","6","46511","0.0-2.0-0.4","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","2082","<div class=""prompt"">Which word describes you more?</div>","0","5","degenerate","slob","NegNeg","22","69","negative","negative","47","degenerate","left","true","pairing"
"html-button-response","7","48561","0.0-2.0-0.5","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","2048","<div class=""prompt"">Which word describes you more?</div>","0","6","fraud","prick","NegNeg","68","30","negative","negative","38","fraud","left","true","pairing"
"html-button-response","8","50461","0.0-2.0-0.6","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","1898","<div class=""prompt"">Which word describes you more?</div>","0","7","unbearable","prick","NegNeg","49","30","negative","negative","19","unbearable","left","true","pairing"
"html-button-response","9","52744","0.0-2.0-0.7","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","2282","<div class=""prompt"">Which word describes you more?</div>","0","8","capable","worthless","PosNeg","61","56","positive","negative","5","capable","left","true","pairing"
"html-button-response","10","54928","0.0-2.0-0.8","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","2181","<div class=""prompt"">Which word describes you more?</div>","0","9","uninvited","energetic","PosNeg","7","82","negative","positive","75","uninvited","left","true","pairing"
"html-button-response","11","57161","0.0-2.0-0.9","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","2232","<div class=""prompt"">Which word describes you more?</div>","1","10","bitter","affectionate","PosNeg","71","62","negative","positive","9","affectionate","right","true","pairing"
"html-button-response","12","59290","0.0-2.0-0.10","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","2127","<div class=""prompt"">Which word describes you more?</div>","1","11","disgrace","satisfied","PosNeg","76","9","negative","positive","67","satisfied","right","true","pairing"
"html-button-response","13","61295","0.0-2.0-0.11","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","2003","<div class=""prompt"">Which word describes you more?</div>","0","12","traitor","disgrace","NegNeg","68","76","negative","negative","8","traitor","left","true","pairing"
"html-button-response","14","63978","0.0-2.0-0.12","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","2680","<div class=""prompt"">Which word describes you more?</div>","1","13","visionary","tolerant","PosPos","13","92","positive","positive","79","tolerant","right","true","pairing"
"html-button-response","15","66262","0.0-2.0-0.13","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","2282","<div class=""prompt"">Which word describes you more?</div>","0","14","brave","hesitant","PosNeg","67","77","positive","negative","10","brave","left","true","pairing"
"html-button-response","16","69378","0.0-2.0-0.14","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","3115","<div class=""prompt"">Which word describes you more?</div>","0","15","carefree","degenerate","PosNeg","69","22","positive","negative","47","carefree","left","true","pairing"
"html-button-response","17","72595","0.0-2.0-0.15","","1006","2025-09-29","22:05:03.779Z","day3","afternoon","2025-10-01T20:41:31.230Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","428","752","240","","3213","<div class=""prompt"">Which word describes you more?</div>","1","16","uninvited","hesitant","NegNeg","7","77","negative","negative","70","hesitant","right","true","pairing"
