"trial_type","trial_index","time_elapsed","internal_node_id","PUNS_ID","session_number","session_phase","session_day","session_slot","ema_start_date","ema_post_start_date","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","2154","0.0-0.0","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","","","","","","","","","","","","","","","",""
"instructions","1","13343","0.0-1.0","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","[{""page_index"":0,""viewing_time"":1151},{""page_index"":1,""viewing_time"":977},{""page_index"":2,""viewing_time"":8440},{""page_index"":3,""viewing_time"":613}]","11184","","","","","","","","","","","","","","",""
"html-keyboard-response","2","14148","0.0-2.0-0.0","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","15840","0.0-2.0-1.0","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","1686","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","1","visionary","bitter","PosNeg","100","0","positive","negative","100","visionary","left","true"
"html-keyboard-response","4","16643","0.0-2.0-0.1","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","18251","0.0-2.0-1.1","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","1604","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","2","toxic","shameful","NegNeg","0","1","negative","negative","1","shameful","right","true"
"html-keyboard-response","6","19053","0.0-2.0-0.2","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","21130","0.0-2.0-1.2","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","2074","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","3","legendary","delight","PosPos","1","93","positive","positive","92","delight","right","true"
"html-keyboard-response","8","21932","0.0-2.0-0.3","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","23326","0.0-2.0-1.3","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","1393","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","4","unlucky","parasite","NegNeg","0","1","negative","negative","1","unlucky","left","true"
"html-keyboard-response","10","24129","0.0-2.0-0.4","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","11","25124","0.0-2.0-1.4","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","994","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","5","fool","charming","PosNeg","55","53","negative","positive","2","charming","right","true"
"html-keyboard-response","12","25927","0.0-2.0-0.5","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","13","26989","0.0-2.0-1.5","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","1060","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","6","pest","fool","NegNeg","0","55","negative","negative","55","fool","right","true"
"html-keyboard-response","14","27791","0.0-2.0-0.6","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","15","29689","0.0-2.0-1.6","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","1895","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","7","reliable","achiever","PosPos","98","85","positive","positive","13","reliable","left","true"
"html-keyboard-response","16","30492","0.0-2.0-0.7","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","17","31748","0.0-2.0-1.7","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","1255","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","8","gentle","menace","PosNeg","98","0","positive","negative","98","gentle","left","true"
"html-keyboard-response","18","32552","0.0-2.0-0.8","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","19","35710","0.0-2.0-1.8","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","3156","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","9","spectacular","witty","PosPos","87","96","positive","positive","9","witty","right","true"
"html-keyboard-response","20","36512","0.0-2.0-0.9","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","21","40121","0.0-2.0-1.9","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","3607","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","10","decisive","boring","PosNeg","0","2","positive","negative","2","decisive","left","true"
"html-keyboard-response","22","40923","0.0-2.0-0.10","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","23","45580","0.0-2.0-1.10","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","4656","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","11","talented","unpleasant","PosNeg","93","0","positive","negative","93","talented","left","true"
"html-keyboard-response","24","46383","0.0-2.0-0.11","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","25","47544","0.0-2.0-1.11","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","1159","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","12","safe","legendary","PosPos","100","1","positive","positive","99","safe","left","true"
"html-keyboard-response","26","48347","0.0-2.0-0.12","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","27","50489","0.0-2.0-1.12","1024","20","pre","7","afternoon","2026-02-18","2026-03-02","2026-02-24T20:25:08.023Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","361","628","480","","2140","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","13","pleased","adorable","PosPos","100","53","positive","positive","47","pleased","left","true"
