"trial_type","trial_index","time_elapsed","internal_node_id","PUNS_ID","session_number","session_phase","session_day","session_slot","ema_start_date","ema_post_start_date","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1677","0.0-0.0","1067","20","pre","7","afternoon","2026-04-08","2026-04-21","2026-04-14T20:32:39.034Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","240","","","","","","","","","","","","","","","","",""
"instructions","1","5640","0.0-1.0","1067","20","pre","7","afternoon","2026-04-08","2026-04-21","2026-04-14T20:32:39.034Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","240","[{""page_index"":0,""viewing_time"":1109},{""page_index"":1,""viewing_time"":581},{""page_index"":2,""viewing_time"":1599},{""page_index"":3,""viewing_time"":668}]","3958","","","","","","","","","","","","","","",""
"html-keyboard-response","2","6446","0.0-2.0-0.0","1067","20","pre","7","afternoon","2026-04-08","2026-04-21","2026-04-14T20:32:39.034Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","7607","0.0-2.0-1.0","1067","20","pre","7","afternoon","2026-04-08","2026-04-21","2026-04-14T20:32:39.034Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","240","","1153","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","1","awkward","malicious","NegNeg","74","3","negative","negative","71","awkward","left","true"
"html-keyboard-response","4","8410","0.0-2.0-0.1","1067","20","pre","7","afternoon","2026-04-08","2026-04-21","2026-04-14T20:32:39.034Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","10238","0.0-2.0-1.1","1067","20","pre","7","afternoon","2026-04-08","2026-04-21","2026-04-14T20:32:39.034Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","240","","1826","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","2","pest","bully","NegNeg","50","1","negative","negative","49","pest","left","true"
"html-keyboard-response","6","11041","0.0-2.0-0.2","1067","20","pre","7","afternoon","2026-04-08","2026-04-21","2026-04-14T20:32:39.034Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","12557","0.0-2.0-1.2","1067","20","pre","7","afternoon","2026-04-08","2026-04-21","2026-04-14T20:32:39.034Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","240","","1513","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","3","spirited","arrogant","PosNeg","51","87","positive","negative","36","spirited","left","true"
"html-keyboard-response","8","13359","0.0-2.0-0.3","1067","20","pre","7","afternoon","2026-04-08","2026-04-21","2026-04-14T20:32:39.034Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","14323","0.0-2.0-1.3","1067","20","pre","7","afternoon","2026-04-08","2026-04-21","2026-04-14T20:32:39.034Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","240","","961","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","4","energetic","awkward","PosNeg","86","74","positive","negative","12","energetic","left","true"
