"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1417","0.0-0.0","","9005","2025-11-06","17:02:26.520Z","day7","evening","2025-11-12T03:34:39.850Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","","","","","","","","","","","","","","","",""
"instructions","1","7779","0.0-1.0","","9005","2025-11-06","17:02:26.520Z","day7","evening","2025-11-12T03:34:39.850Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","[{""page_index"":0,""viewing_time"":876},{""page_index"":1,""viewing_time"":3281},{""page_index"":2,""viewing_time"":1684},{""page_index"":3,""viewing_time"":518}]","6360","","","","","","","","","","","","","","",""
"html-keyboard-response","2","8585","0.0-2.0-0.0","","9005","2025-11-06","17:02:26.520Z","day7","evening","2025-11-12T03:34:39.850Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","9165","0.0-2.0-1.0","","9005","2025-11-06","17:02:26.520Z","day7","evening","2025-11-12T03:34:39.850Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","573","<div class=""prompt"">Which word describes you more?</div>","1","pairing","1","unbearable","regretful","NegNeg","15","69","negative","negative","54","regretful","right","true"
"html-keyboard-response","4","9968","0.0-2.0-0.1","","9005","2025-11-06","17:02:26.520Z","day7","evening","2025-11-12T03:34:39.850Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","10300","0.0-2.0-1.1","","9005","2025-11-06","17:02:26.520Z","day7","evening","2025-11-12T03:34:39.850Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","329","<div class=""prompt"">Which word describes you more?</div>","0","pairing","2","selfish","goodwilled","PosNeg","49","37","negative","positive","12","selfish","left","true"
"html-keyboard-response","6","11102","0.0-2.0-0.2","","9005","2025-11-06","17:02:26.520Z","day7","evening","2025-11-12T03:34:39.850Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","11435","0.0-2.0-1.2","","9005","2025-11-06","17:02:26.520Z","day7","evening","2025-11-12T03:34:39.850Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","331","<div class=""prompt"">Which word describes you more?</div>","1","pairing","3","legendary","vermin","PosNeg","69","15","positive","negative","54","vermin","right","true"
"html-keyboard-response","8","12237","0.0-2.0-0.3","","9005","2025-11-06","17:02:26.520Z","day7","evening","2025-11-12T03:34:39.850Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","12553","0.0-2.0-1.3","","9005","2025-11-06","17:02:26.520Z","day7","evening","2025-11-12T03:34:39.850Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","313","<div class=""prompt"">Which word describes you more?</div>","0","pairing","4","cooperative","selfish","PosNeg","69","49","positive","negative","20","cooperative","left","true"
"html-keyboard-response","10","13355","0.0-2.0-0.4","","9005","2025-11-06","17:02:26.520Z","day7","evening","2025-11-12T03:34:39.850Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
