"trial_type","trial_index","time_elapsed","internal_node_id","PUNS_ID","session_number","session_phase","session_day","session_slot","ema_start_date","ema_post_start_date","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1465","0.0-0.0","1044","39","post","3","evening","2026-03-24","2026-04-06","2026-04-08T22:23:04.944Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","","","","","","","","","","","","","","","",""
"instructions","1","9069","0.0-1.0","1044","39","post","3","evening","2026-03-24","2026-04-06","2026-04-08T22:23:04.944Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","[{""page_index"":0,""viewing_time"":1659},{""page_index"":1,""viewing_time"":4386},{""page_index"":2,""viewing_time"":931},{""page_index"":3,""viewing_time"":619}]","7599","","","","","","","","","","","","","","",""
"html-keyboard-response","2","9876","0.0-2.0-0.0","1044","39","post","3","evening","2026-03-24","2026-04-06","2026-04-08T22:23:04.944Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","14474","0.0-2.0-1.0","1044","39","post","3","evening","2026-03-24","2026-04-06","2026-04-08T22:23:04.944Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","4592","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","1","insecure","burden","NegNeg","51","10","negative","negative","41","insecure","left","true"
"html-keyboard-response","4","15276","0.0-2.0-0.1","1044","39","post","3","evening","2026-03-24","2026-04-06","2026-04-08T22:23:04.944Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","16832","0.0-2.0-1.1","1044","39","post","3","evening","2026-03-24","2026-04-06","2026-04-08T22:23:04.944Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","1553","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","2","asset","sensible","PosPos","86","90","positive","positive","4","asset","left","true"
"html-keyboard-response","6","17634","0.0-2.0-0.2","1044","39","post","3","evening","2026-03-24","2026-04-06","2026-04-08T22:23:04.944Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","18823","0.0-2.0-1.2","1044","39","post","3","evening","2026-03-24","2026-04-06","2026-04-08T22:23:04.944Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","1187","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","3","alone","companion","PosNeg","94","79","negative","positive","15","companion","right","true"
"html-keyboard-response","8","19626","0.0-2.0-0.3","1044","39","post","3","evening","2026-03-24","2026-04-06","2026-04-08T22:23:04.944Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","20574","0.0-2.0-1.3","1044","39","post","3","evening","2026-03-24","2026-04-06","2026-04-08T22:23:04.944Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","947","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","4","shameful","stingy","NegNeg","7","13","negative","negative","6","shameful","left","true"
