"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1340","0.0-0.0","","9002","2025-11-06","03:58:36.500Z","day70","afternoon","2026-01-14T20:42:16.431Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","","","","","","","","","","","","","","","",""
"instructions","1","5490","0.0-1.0","","9002","2025-11-06","03:58:36.500Z","day70","afternoon","2026-01-14T20:42:16.431Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","[{""page_index"":0,""viewing_time"":767},{""page_index"":1,""viewing_time"":673},{""page_index"":2,""viewing_time"":1487},{""page_index"":3,""viewing_time"":1216}]","4144","","","","","","","","","","","","","","",""
"html-keyboard-response","2","6294","0.0-2.0-0.0","","9002","2025-11-06","03:58:36.500Z","day70","afternoon","2026-01-14T20:42:16.431Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","8176","0.0-2.0-1.0","","9002","2025-11-06","03:58:36.500Z","day70","afternoon","2026-01-14T20:42:16.431Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","1876","<div class=""prompt"">Which word describes you more?</div>","0","pairing","1","adventurous","smart","PosPos","14","82","positive","positive","68","adventurous","left","true"
"html-keyboard-response","4","8981","0.0-2.0-0.1","","9002","2025-11-06","03:58:36.500Z","day70","afternoon","2026-01-14T20:42:16.431Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","9980","0.0-2.0-1.1","","9002","2025-11-06","03:58:36.500Z","day70","afternoon","2026-01-14T20:42:16.431Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","997","<div class=""prompt"">Which word describes you more?</div>","1","pairing","2","gross","adventurous","PosNeg","83","14","negative","positive","69","adventurous","right","true"
"html-keyboard-response","6","10783","0.0-2.0-0.2","","9002","2025-11-06","03:58:36.500Z","day70","afternoon","2026-01-14T20:42:16.431Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","11795","0.0-2.0-1.2","","9002","2025-11-06","03:58:36.500Z","day70","afternoon","2026-01-14T20:42:16.431Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","1009","<div class=""prompt"">Which word describes you more?</div>","1","pairing","3","quitter","unwanted","NegNeg","49","77","negative","negative","28","unwanted","right","true"
"html-keyboard-response","8","12598","0.0-2.0-0.3","","9002","2025-11-06","03:58:36.500Z","day70","afternoon","2026-01-14T20:42:16.431Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","14598","0.0-2.0-1.3","","9002","2025-11-06","03:58:36.500Z","day70","afternoon","2026-01-14T20:42:16.431Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","300","","1996","<div class=""prompt"">Which word describes you more?</div>","1","pairing","4","vermin","regretful","NegNeg","56","15","negative","negative","41","regretful","right","true"
