"trial_type","trial_index","time_elapsed","internal_node_id","PUNS_ID","session_number","session_phase","session_day","session_slot","ema_start_date","ema_post_start_date","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1364","0.0-0.0","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","","","","","","","","","","","","","","","",""
"instructions","1","37819","0.0-1.0","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","[{""page_index"":0,""viewing_time"":1405},{""page_index"":1,""viewing_time"":8121},{""page_index"":2,""viewing_time"":26298},{""page_index"":3,""viewing_time"":626}]","36452","","","","","","","","","","","","","","",""
"html-keyboard-response","2","38623","0.0-2.0-0.0","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","40064","0.0-2.0-1.0","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","1434","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","1","smart","hesitant","PosNeg","82","37","positive","negative","45","smart","left","true"
"html-keyboard-response","4","40866","0.0-2.0-0.1","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","43053","0.0-2.0-1.1","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","2184","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","2","helpless","dull","NegNeg","10","22","negative","negative","12","dull","right","true"
"html-keyboard-response","6","43855","0.0-2.0-0.2","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","44677","0.0-2.0-1.2","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","819","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","3","unlucky","authentic","PosNeg","13","91","negative","positive","78","authentic","right","true"
"html-keyboard-response","8","45480","0.0-2.0-0.3","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","46120","0.0-2.0-1.3","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","638","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","4","anxious","grateful","PosNeg","81","82","negative","positive","1","anxious","left","true"
"html-keyboard-response","10","46922","0.0-2.0-0.4","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","11","47869","0.0-2.0-1.4","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","946","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","1","pairing","5","alone","seeker","PosNeg","94","87","negative","positive","7","seeker","right","true"
"html-keyboard-response","12","48672","0.0-2.0-0.5","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","13","49627","0.0-2.0-1.5","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","953","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","6","insecure","defective","NegNeg","51","4","negative","negative","47","insecure","left","true"
"html-keyboard-response","14","50430","0.0-2.0-0.6","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","15","51445","0.0-2.0-1.6","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","1014","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","7","adventurous","outcast","PosNeg","99","5","positive","negative","94","adventurous","left","true"
"html-keyboard-response","16","52247","0.0-2.0-0.7","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","17","53419","0.0-2.0-1.7","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","1166","<div class=""prompt"" style=""font-size:24px; margin-bottom:20px;"">Which word describes you more?</div>","0","pairing","8","spirited","alluring","PosPos","86","81","positive","positive","5","spirited","left","true"
"html-keyboard-response","18","54221","0.0-2.0-0.8","1044","36","post","2","evening","2026-03-24","2026-04-06","2026-04-07T22:39:31.090Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","370","647","240","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
