"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","1424","0.0-0.0","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","","","","","","","","","","","","","","","",""
"instructions","1","119985","0.0-1.0","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","[{""page_index"":0,""viewing_time"":4025},{""page_index"":1,""viewing_time"":3145},{""page_index"":2,""viewing_time"":43818},{""page_index"":3,""viewing_time"":67568}]","118558","","","","","","","","","","","","","","",""
"html-keyboard-response","2","120790","0.0-2.0-0.0","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","123687","0.0-2.0-1.0","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","2890","<div class=""prompt"">Which word describes you more?</div>","1","pairing","1","companion","goodwilled","PosPos","16","45","positive","positive","29","goodwilled","right","true"
"html-keyboard-response","4","124490","0.0-2.0-0.1","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","127959","0.0-2.0-1.1","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","3464","<div class=""prompt"">Which word describes you more?</div>","1","pairing","2","fool","dummy","NegNeg","83","63","negative","negative","20","dummy","right","true"
"html-keyboard-response","6","128762","0.0-2.0-0.2","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","131186","0.0-2.0-1.2","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","2421","<div class=""prompt"">Which word describes you more?</div>","1","pairing","3","scoundrel","committed","PosNeg","16","83","negative","positive","67","committed","right","true"
"html-keyboard-response","8","131989","0.0-2.0-0.3","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","134284","0.0-2.0-1.3","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","2292","<div class=""prompt"">Which word describes you more?</div>","0","pairing","4","optimistic","enjoyable","PosPos","45","83","positive","positive","38","optimistic","left","true"
"html-keyboard-response","10","135087","0.0-2.0-0.4","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","11","138068","0.0-2.0-1.4","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","2979","<div class=""prompt"">Which word describes you more?</div>","1","pairing","5","defective","lazy","NegNeg","45","83","negative","negative","38","lazy","right","true"
"html-keyboard-response","12","138872","0.0-2.0-0.5","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","13","142686","0.0-2.0-1.5","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","3811","<div class=""prompt"">Which word describes you more?</div>","0","pairing","6","charitable","unwanted","PosNeg","83","45","positive","negative","38","charitable","left","true"
"html-keyboard-response","14","143488","0.0-2.0-0.6","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","15","146061","0.0-2.0-1.6","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","2568","<div class=""prompt"">Which word describes you more?</div>","0","pairing","7","gentle","uninvited","PosNeg","16","45","positive","negative","29","gentle","left","true"
"html-keyboard-response","16","146864","0.0-2.0-0.7","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","17","148302","0.0-2.0-1.7","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","1434","<div class=""prompt"">Which word describes you more?</div>","1","pairing","8","alluring","honest","PosPos","83","45","positive","positive","38","honest","right","true"
"html-keyboard-response","18","149106","0.0-2.0-0.8","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","19","150526","0.0-2.0-1.8","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","1417","<div class=""prompt"">Which word describes you more?</div>","1","pairing","9","hypocrite","friend","PosNeg","73","16","negative","positive","57","friend","right","true"
"html-keyboard-response","20","151329","0.0-2.0-0.9","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","21","153593","0.0-2.0-1.9","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","2261","<div class=""prompt"">Which word describes you more?</div>","1","pairing","10","hateful","creative","PosNeg","16","63","negative","positive","47","creative","right","true"
"html-keyboard-response","22","154396","0.0-2.0-0.10","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","23","158571","0.0-2.0-1.10","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","4172","<div class=""prompt"">Which word describes you more?</div>","1","pairing","11","optimistic","achiever","PosPos","45","16","positive","positive","29","achiever","right","true"
"html-keyboard-response","24","159375","0.0-2.0-0.11","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","25","164379","0.0-2.0-1.11","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div class=""prompt"">Which word describes you more?</div>","null","pairing","12","asset","dull","PosNeg","83","16","positive","negative","67","null","null","false"
"html-keyboard-response","26","165182","0.0-2.0-0.12","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","27","167194","0.0-2.0-1.12","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","2009","<div class=""prompt"">Which word describes you more?</div>","1","pairing","13","disloyal","adventurous","PosNeg","83","16","negative","positive","67","adventurous","right","true"
"html-keyboard-response","28","167997","0.0-2.0-0.13","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","29","169661","0.0-2.0-1.13","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","1662","<div class=""prompt"">Which word describes you more?</div>","1","pairing","14","vermin","inspirational","PosNeg","63","45","negative","positive","18","inspirational","right","true"
"html-keyboard-response","30","170463","0.0-2.0-0.14","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","31","174303","0.0-2.0-1.14","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","3835","<div class=""prompt"">Which word describes you more?</div>","0","pairing","15","adorable","disloyal","PosNeg","45","83","positive","negative","38","adorable","left","true"
"html-keyboard-response","32","175107","0.0-2.0-0.15","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","33","177569","0.0-2.0-1.15","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","2460","<div class=""prompt"">Which word describes you more?</div>","0","pairing","16","jolly","unfaithful","PosNeg","83","63","positive","negative","20","jolly","left","true"
"html-keyboard-response","34","178372","0.0-2.0-0.16","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","35","180287","0.0-2.0-1.16","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","1912","<div class=""prompt"">Which word describes you more?</div>","0","pairing","17","jolly","companion","PosPos","83","16","positive","positive","67","jolly","left","true"
"html-keyboard-response","36","181090","0.0-2.0-0.17","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","37","185011","0.0-2.0-1.17","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","3919","<div class=""prompt"">Which word describes you more?</div>","0","pairing","18","unlucky","traitor","NegNeg","83","16","negative","negative","67","unlucky","left","true"
"html-keyboard-response","38","185814","0.0-2.0-0.18","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","39","188603","0.0-2.0-1.18","","9998","2025-11-10","20:30:23.757Z","day65","morning","2026-01-13T21:40:41.956Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","396","714","-330","","2787","<div class=""prompt"">Which word describes you more?</div>","1","pairing","19","failure","wise","PosNeg","45","73","negative","positive","28","wise","right","true"
