"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","which_experiment_phase","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response"
"pavlovia","0","2479","0.0-0.0","","9005","2025-11-06","17:02:26.520Z","day65","afternoon","2026-01-09T21:45:49.859Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","","","","","","","","","","","","","","","",""
"instructions","1","7043","0.0-1.0","","9005","2025-11-06","17:02:26.520Z","day65","afternoon","2026-01-09T21:45:49.859Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","[{""page_index"":0,""viewing_time"":1503},{""page_index"":1,""viewing_time"":567},{""page_index"":2,""viewing_time"":1735},{""page_index"":3,""viewing_time"":751}]","4557","","","","","","","","","","","","","","",""
"html-keyboard-response","2","7849","0.0-2.0-0.0","","9005","2025-11-06","17:02:26.520Z","day65","afternoon","2026-01-09T21:45:49.859Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","3","8512","0.0-2.0-1.0","","9005","2025-11-06","17:02:26.520Z","day65","afternoon","2026-01-09T21:45:49.859Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","657","<div class=""prompt"">Which word describes you more?</div>","0","pairing","1","incompetent","bully","NegNeg","15","69","negative","negative","54","incompetent","left","true"
"html-keyboard-response","4","9315","0.0-2.0-0.1","","9005","2025-11-06","17:02:26.520Z","day65","afternoon","2026-01-09T21:45:49.859Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","5","9694","0.0-2.0-1.1","","9005","2025-11-06","17:02:26.520Z","day65","afternoon","2026-01-09T21:45:49.859Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","377","<div class=""prompt"">Which word describes you more?</div>","1","pairing","2","hater","witty","PosNeg","69","69","negative","positive","0","witty","right","true"
"html-keyboard-response","6","10497","0.0-2.0-0.2","","9005","2025-11-06","17:02:26.520Z","day65","afternoon","2026-01-09T21:45:49.859Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","7","10897","0.0-2.0-1.2","","9005","2025-11-06","17:02:26.520Z","day65","afternoon","2026-01-09T21:45:49.859Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","398","<div class=""prompt"">Which word describes you more?</div>","0","pairing","3","merciful","helpless","PosNeg","24","15","positive","negative","9","merciful","left","true"
"html-keyboard-response","8","11700","0.0-2.0-0.3","","9005","2025-11-06","17:02:26.520Z","day65","afternoon","2026-01-09T21:45:49.859Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"html-button-response","9","12164","0.0-2.0-1.3","","9005","2025-11-06","17:02:26.520Z","day65","afternoon","2026-01-09T21:45:49.859Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","358","632","300","","456","<div class=""prompt"">Which word describes you more?</div>","1","pairing","4","virtuous","carefree","PosPos","46","37","positive","positive","9","carefree","right","true"
