"trial_type","trial_index","time_elapsed","internal_node_id","BASE_QUALTRICS_ID","PUNS_ID","baseline_date","baseline_time","session_day","session_slot","experiment_start","browser","screen_width","screen_height","timezone_offset","view_history","rt","stimulus","response","trial_number","left_word","right_word","valence","left_base_rating","right_base_rating","left_valence","right_valence","abs_diff","participant_response","chosen_side","valid_response","which_experiment_phase"
"pavlovia","0","1055","0.0-0.0","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","","","","","","","","","","","","","","","",""
"instructions","1","15240","0.0-1.0","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","[{""page_index"":0,""viewing_time"":3274},{""page_index"":1,""viewing_time"":4328},{""page_index"":2,""viewing_time"":4188},{""page_index"":3,""viewing_time"":2386}]","14179","","","","","","","","","","","","","","",""
"html-button-response","2","17594","0.0-2.0-0.0","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","2348","<p style=""font-size:24px;"">Which word describes you more?</p>","0","1","capable","unbearable","PosNeg","44","35","positive","negative","9","capable","left","true","pairing"
"html-button-response","3","20278","0.0-2.0-0.1","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","2681","<p style=""font-size:24px;"">Which word describes you more?</p>","1","2","unique","incompetent","PosNeg","65","17","positive","negative","48","incompetent","right","true","pairing"
"html-button-response","4","22465","0.0-2.0-0.2","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","2184","<p style=""font-size:24px;"">Which word describes you more?</p>","0","3","parasite","clever","PosNeg","66","59","negative","positive","7","parasite","left","true","pairing"
"html-button-response","5","25286","0.0-2.0-0.3","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","2819","<p style=""font-size:24px;"">Which word describes you more?</p>","1","4","empty","smart","PosNeg","93","26","negative","positive","67","smart","right","true","pairing"
"html-button-response","6","27757","0.0-2.0-0.4","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","2469","<p style=""font-size:24px;"">Which word describes you more?</p>","0","5","satisfied","valued","PosPos","33","38","positive","positive","5","satisfied","left","true","pairing"
"html-button-response","7","30895","0.0-2.0-0.5","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","3134","<p style=""font-size:24px;"">Which word describes you more?</p>","1","6","regretful","devoted","PosNeg","8","30","negative","positive","22","devoted","right","true","pairing"
"html-button-response","8","33568","0.0-2.0-0.6","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","2669","<p style=""font-size:24px;"">Which word describes you more?</p>","0","7","witty","garbage","PosNeg","13","81","positive","negative","68","witty","left","true","pairing"
"html-button-response","9","35554","0.0-2.0-0.7","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","1984","<p style=""font-size:24px;"">Which word describes you more?</p>","1","8","coward","energetic","PosNeg","52","61","negative","positive","9","energetic","right","true","pairing"
"html-button-response","10","37541","0.0-2.0-0.8","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","1984","<p style=""font-size:24px;"">Which word describes you more?</p>","0","9","humorous","worthless","PosNeg","55","40","positive","negative","15","humorous","left","true","pairing"
"html-button-response","11","40077","0.0-2.0-0.9","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","2534","<p style=""font-size:24px;"">Which word describes you more?</p>","0","10","empty","creep","NegNeg","93","21","negative","negative","72","empty","left","true","pairing"
"html-button-response","12","43198","0.0-2.0-0.10","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","3121","<p style=""font-size:24px;"">Which word describes you more?</p>","0","11","irritating","pleased","PosNeg","29","63","negative","positive","34","irritating","left","true","pairing"
"html-button-response","13","47556","0.0-2.0-0.11","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","4356","<p style=""font-size:24px;"">Which word describes you more?</p>","1","12","distressed","uninvited","NegNeg","37","34","negative","negative","3","uninvited","right","true","pairing"
"html-button-response","14","50126","0.0-2.0-0.12","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","2567","<p style=""font-size:24px;"">Which word describes you more?</p>","0","13","awkward","merciful","PosNeg","58","41","negative","positive","17","awkward","left","true","pairing"
"html-button-response","15","53113","0.0-2.0-0.13","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","2984","<p style=""font-size:24px;"">Which word describes you more?</p>","1","14","garbage","creative","PosNeg","81","27","negative","positive","54","creative","right","true","pairing"
"html-button-response","16","54448","0.0-2.0-0.14","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","1332","<p style=""font-size:24px;"">Which word describes you more?</p>","0","15","energetic","outcast","PosNeg","61","68","positive","negative","7","energetic","left","true","pairing"
"html-button-response","17","55516","0.0-2.0-0.15","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","1065","<p style=""font-size:24px;"">Which word describes you more?</p>","1","16","gentle","degenerate","PosNeg","27","66","positive","negative","39","degenerate","right","true","pairing"
"html-button-response","18","56450","0.0-2.0-0.16","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","932","<p style=""font-size:24px;"">Which word describes you more?</p>","0","17","gloomy","companion","PosNeg","18","36","negative","positive","18","gloomy","left","true","pairing"
"html-button-response","19","57336","0.0-2.0-0.17","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","883","<p style=""font-size:24px;"">Which word describes you more?</p>","1","18","valued","alluring","PosPos","38","74","positive","positive","36","alluring","right","true","pairing"
"html-button-response","20","58253","0.0-2.0-0.18","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","913","<p style=""font-size:24px;"">Which word describes you more?</p>","0","19","affectionate","heartbroken","PosNeg","10","49","positive","negative","39","affectionate","left","true","pairing"
"html-button-response","21","59323","0.0-2.0-0.19","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","","1067","<p style=""font-size:24px;"">Which word describes you more?</p>","0","20","satisfied","pest","PosNeg","33","67","positive","negative","34","satisfied","left","true","pairing"
"instructions","22","61561","0.0-3.0","","1001","2025-09-22","21:22:42.054Z","day4","afternoon","2025-09-25T21:44:19.883Z","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","980","1665","240","[{""page_index"":0,""viewing_time"":2236}]","2236","","","","","","","","","","","","","","",""
